Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.)
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,509","21,561",9.32E-04,55,773.2,800,22/9/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,515","21,554",6.99E-04,55,773.2,800,22/9/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,541","22,549",1.77E-02,55,773.2,800,5/11/2017,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,514","21,541",4.84E-04,55,773.2,800,11/1/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,516","21,539",4.12E-04,55,773.2,800,11/1/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,508","21,547",6.99E-04,55,773.2,800,12/2/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,504","21,551",8.42E-04,55,773.2,800,12/2/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,521","21,533",2.15E-04,55,773.2,800,29/3/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,542","22,191",1.15E-02,55,773.2,800,29/3/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,110,"35,691","35,876",2.19E-03,55,1436.1,800,9/7/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,509","21,545",6.45E-04,55,773.2,800,29/7/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,516","21,538",3.94E-04,55,773.2,800,29/7/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,514","21,540",4.66E-04,55,773.2,800,24/8/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,518","21,537",3.41E-04,55,773.2,800,24/8/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,533","22,193",1.17E-02,55,787.1,800,19/9/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,513","21,541",5.02E-04,55,773.1,800,19/9/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,541","22,195",1.16E-02,55,787.4,800,15/10/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,537","22,195",1.17E-02,55,787.4,800,15/10/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,144.5,"35,776","35,795",2.25E-04,3,1436.06,800,1/11/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,523","22,194",1.19E-02,55,787.1,800,18/11/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,531","22,194",1.17E-02,55,787.1,800,18/11/2018,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,110.03,"35,711","35,847",1.61E-03,55,1435.7,800,20/4/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,144.48,"35,773","35,799",3.08E-04,1.81,1436.06,800,17/5/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,105.99,"35,739","35,838",1.17E-03,55.05,1436.2,800,24/6/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,106.72,"35,681","35,896",2.55E-03,58.2,1436.2,"4,200",5/11/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,542","22,194",1.15E-02,54.9,787.4,800,23/11/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,537","22,192",1.16E-02,54.9,787.2,800,23/11/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,369","21,561",3.45E-03,55.02,770.6,800,16/12/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,,0,"21,530","22,108",1.03E-02,55.02,785.35,800,16/12/2019,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,111,"35,764","35,809",5.34E-04,3.09,1436.1,800,23/6/2020,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,80,"35,776","35,797",2.49E-04,3.08,1436.08,"2,200",9/3/2020,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,160,"35,764","35,809",5.34E-04,1.43,1436.1,"6,000",31/10/2010,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,59,"35,776","35,799",2.73E-04,1.87,1436.15,"2,300",24/2/2012,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,118,"35,670","35,893",2.65E-03,55.09,1435.82,"4,200",31/7/2010,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,118,"35,717","35,817",1.19E-03,55.23,1436.12,"4,200",17/12/2010,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,118,"35,693","37,872",2.52E-02,96.4,1435.93,"4,200",9/4/2011,
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,0,"35,708","35,879",2.03E-03,55.2,1435.1,"4,200",26/7/2011,8
China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,,104.21,"35,708","35,864",1.85E-03,55.16,1436.08,"4,200",1/12/2011,8
China ,21st Century Aerospace Technology (21AT),Commercial,Earth Observation,LEO,Sun-Synchronous,0,487,502,1.09E-03,97.5,94.7,,11/6/2021,
China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,LEO,Sun-Synchronous,0,681,703,1.56E-03,97.9,98.6,166,27/10/2005,7
China,"Changsha Tianyi space science and Technology Research Institute Co., Ltd. (Spacety)",Commercial,Earth Observation,LEO,Sun-Synchronous,0,479,494,1.09E-03,97.4,95.1,50,15/1/2023,
Belarus,Belintersat,Government,Communications,GEO,,51.5,"35,779","35,792",1.54E-04,0.46,1436.06,"5,223",15/1/2016,15
Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,LEO,Sun-Synchronous,0,500,521,1.53E-03,97.9,94.8,92,22/10/2001,1.5
Norway,Norwegian Defence Research Establishment (FFI)/,Military,Earth Observation,LEO,Sun-Synchronous,0,516,536,1.45E-03,97.5,95.4,10,3/1/2023,
Germany,German Aerospace Center (DLR),Government,Earth Observation,LEO,Sun-Synchronous,0,500,517,1.24E-03,97.5,94.7,130,22/6/2016,
USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,LEO,Non-Polar Inclined,0,497,801,2.17E-02,64.78,97.7,1,8/10/2015,
Belarus,National Academy of Sciences,Government,Earth Observation,LEO,Sun-Synchronous,0,503,507,2.91E-04,97.5,94.7,400,22/7/2012,5
USA,BlackSky Global,Commercial,Earth Observation,LEO,Sun-Synchronous,0,484,500,1.17E-03,97.5,94.7,56,29/11/2018,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,428,439,8.08E-04,42,93,55,18/11/2021,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,426,438,8.82E-04,42,93,55,18/11/2021,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,430,439,6.61E-04,42,93,55,9/12/2021,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,433,440,5.14E-04,42,93,55,9/12/2021,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,428,440,8.82E-04,53,95,55,2/4/2022,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,449,457,5.86E-04,42.01,95,55,24/3/2023,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Sun-Synchronous,0,577,591,1.01E-03,97.7,96.3,55,3/12/2018,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,426,439,9.56E-04,53,95,55,2/4/2022,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,450,461,8.06E-04,45.1,93.7,56,29/6/2019,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,538,549,7.96E-04,45.01,95.5,56,19/8/2019,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,,,,,,,,,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,400,410,7.38E-04,45.01,95.5,56,7/8/2020,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,400,410,7.38E-04,45.01,95.5,56,7/8/2020,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,448,460,8.79E-04,45,93.7,56,22/3/2021,
USA,BlackSky Global,Commercial,Earth Observation,LEO,Sun-Synchronous,0,661,701,2.84E-03,98.2,98.3,44,26/9/2016,3
Russia,Ministry of Defense,Military/Commercial,Communications,GEO,,45,"35,781","35,803",2.61E-04,0,1436,"3,000",16/8/2017,15
Russia,Ministry of Defense,Military/Commercial,Communications,GEO,,128,"35,779","35,794",1.78E-04,0,1436.09,"3,000",18/4/2018,15
Russia,Ministry of Defense,Military/Commercial,Communications,GEO,,70,"35,780","35,792",1.42E-04,0,1436.08,"3,000",20/12/2018,15
Russia,Ministry of Defense,Military/Commercial,Communications,GEO,,55,"35,599","35,829",2.73E-03,0,1436,"3,000",5/8/2019,15
Lithuania,NanoAvionics,Commercial,Technology Development,LEO,Sun-Synchronous,0,435,519,6.13E-03,97.5,94.1,10,1/4/2019,
USA,AST SpaceMobile,Commercial,Communications,LEO,Non-Polar Inclined,0,502,518,1.16E-03,53,95.4,"1,500",11/9/2022,
Brazil,Embratel Star One,Commercial,Communications,GEO,,-84.03,"35,772","35,800",3.32E-04,0.07,1436.09,"2,495",17/8/2000,12
Netherlands,Ministry of Defense,Government,Earth Observation,LEO,Non-Polar Inclined,0,495,521,1.89E-03,60.7,94.5,10,30/6/2021,
USA,"SpaceQuest, Ltd.",Commercial,Technology Development,LEO,Sun-Synchronous,0,574,591,1.22E-03,97.7,96.3,4,3/12/2018,
Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,GEO,,150.5,"35,702","35,876",2.06E-03,0.07,1436.2,"3,540",19/6/2016,15
Canada,"University of Toronto, Institute for Aerospace Studies",Civil,Space Science,LEO,Sun-Synchronous,0,613,739,8.94E-03,97.97,98.27,10,19/6/2014,
Multinational,BRITE Consortium,Government,Space Science,LEO,Sun-Synchronous,0,610,633,1.64E-03,98.02,97.1,10,19/8/2014,2
France,UnseenLabs,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,536,550,1.01E-03,45.01,95.5,8,19/8/2019,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,492,512,1.46E-03,97.4,95,8,20/11/2020,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,393,398,3.70E-04,97.5,92.3,8,20/11/2020,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,520,563,3.11E-03,97.6,95.5,8,17/8/2021,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,514,522,5.81E-04,97.4,94.9,8,2/5/2022,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,497,509,8.73E-04,97.4,95.4,10,1/4/2022,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,520,533,9.43E-04,97.5,95,10,3/1/2023,
France,UnseenLabs,Commercial,Earth Observation,LEO,Sun-Synchronous,0,498,507,6.55E-04,97.5,95,10,15/4/2023,
United Kingdom,AstroForge,Commercial,Technology Development,LEO,Sun-Synchronous,0,498,508,7.27E-04,97.4,95,10,15/4/2023,
Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,,109.91,"35,778","35,794",1.90E-04,0.03,1436.1,"1,980",14/8/2007,13
Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,,110,"33,066","35,725",3.26E-02,0.07,1365.61,"2,060",28/10/2010,15
Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,GEO,,110,"35,784","35,787",3.56E-05,0.05,1436.04,"2,910",6/8/2011,15
Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,,110,"35,719","35,725",7.13E-05,0.02,1432.7,"3,520",29/9/2017,15
Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,,110,"35,789","35,798",1.07E-04,0.01,1436.1,"3,520",15/8/2020,15
Australia,Defence Science and Technology Group/University of New South Wales,Military/Civil,Technology Development,LEO,,0,459,819,2.57E-02,97.6,97.4,4,18/11/2017,5
China,China Academy of Space Technology (CAST),Government,Earth Observation,LEO,Non-Polar Inclined,0,555,575,1.44E-03,45,96,,5/6/2019,
China,China Academy of Space Technology (CAST),Government,Earth Observation,LEO,Non-Polar Inclined,0,554,576,1.59E-03,45,96,,5/6/2019,
Argentina,Satellogic S.A.,Commercial,Technology Development,LEO,Sun-Synchronous,0,570,617,3.37E-03,97.99,96.55,25,19/6/2014,
Bulgaria,Bulsatcom,Commercial,Communications,GEO,,1.9,"35,774","35,797",2.73E-04,0,1436,"3,669",23/6/2017,15
USA,Capital Technology University,Government/Civil,Technology Development,LEO,Non-Polar Inclined,0,493,514,1.53E-03,60.7,94.7,4,17/1/2021,
France,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,LEO,Sun-Synchronous,0,702,703,7.07E-05,98.2,98.8,587,28/4/2006,3
Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,Sun-Synchronous,0,609,629,1.43E-03,97.8,97.1,7,28/4/2008,
Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,Sun-Synchronous,0,642,659,1.21E-03,97.74,98.26,15,30/6/2014,
Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,Sun-Synchronous,0,643,656,9.26E-04,98.26,97.72,15,30/6/2014,
Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,Sun-Synchronous,0,661,701,2.84E-03,98.2,98.3,15,26/9/2016,
USA,University of Louisiana at Lafayette,Civil,Technology Development,LEO,Non-Polar Inclined,0,493,517,1.75E-03,60.68,94.7,1,17/1/2021,
USA,Capella Space,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,597,602,3.59E-04,44,96,112,16/3/2023,
USA,Capella Space,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,566,587,1.51E-03,53,95.6,100,6/5/2021,
USA,Capella Space,Commercial,Earth Observation,LEO,Sun-Synchronous,0,520,535,1.09E-03,97.5,94.7,112,13/1/2022,
USA,Capella Space,Commercial,Earth Observation,LEO,Sun-Synchronous,0,521,535,1.01E-03,97.5,95.7,112,13/1/2022,
USA,Capella Space,Commercial,Earth Observation,LEO,Non-Polar Inclined,0,586,612,1.87E-03,44.1,96,112,16/3/2023,
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,618,619,7.15E-05,97.9,97.1,"1,560",5/5/2005,6
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,632,635,2.14E-04,97,97.4,680,10/1/2007,5
India,Indian Space Research Organization (ISRO),Military,Earth Observation,LEO,Sun-Synchronous,0,624,643,1.36E-03,97.9,97.4,680,28/4/2008,5
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,622,645,1.64E-03,97.9,97.4,694,12/7/2010,5
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,501,519,1.31E-03,97.5,94.8,727,22/6/2016,5
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,491,508,1.24E-03,97.5,94.8,714,15/2/2017,5
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,334,347,9.69E-04,96.92,91.34,712,22/6/2017,5
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,495,510,1.09E-03,97.5,94.6,712,11/1/2018,5
India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,0,500,519,1.38E-03,97.5,94.8,"1,625",27/11/2019,5
South Korea,Korea Aerospace Research Institute (KARI),Government,Earth Observation,LEO,Sun-Synchronous,0,494,509,1.09E-03,97.4,94.6,500,22/3/2021,
Canada,Canadian Space Agency,Government,Earth Science,LEO,Elliptical,0,325,"1,486",7.98E-02,81,103.11,490,29/9/2013,2
USA,US Air Force,Military,Communications,GEO,,-112,"35,747","35,826",9.37E-04,0,1436.1,,14/4/2018,
USA,US Air Force,Military,Communications,GEO,,-115.45,"35,785","35,788",3.56E-05,0.05,1436.1,"3,200",16/1/2023,
China/Brazil,China National Space Administration (CNSA)/National Institute for Space Research (Brazil),Government,Earth Observation,LEO,Sun-Synchronous,0,738,748,7.03E-04,98.55,99.67,"1,980",7/12/2014,3
China/Brazil,China National Space Administration (CNSA)/National Institute for Space Research (Brazil),Government,Earth Observation ,LEO,Sun-Synchronous,0,615,635,1.43E-03,97.9,97.2,"1,980",21/12/2019,5
United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Technology Development,LEO,Sun-Synchronous,0,636,658,1.57E-03,98,97.66,91,10/7/2015,
United Kingdom,Earth-i/Surrey Satellite Technology Ltd.,Commercial,Technology Development,LEO,Sun-Synchronous,0,493,505,8.73E-04,97.5,94.5,,11/1/2018,
Japan,Canon Electronics ,Commercial,Technology Development,LEO,Sun-Synchronous,0,497,517,1.45E-03,97.45,94.76,3,22/6/2017,
Japan,Canon Electronics ,Commercial,Technology Demonstration,LEO,Sun-Synchronous,0,507,523,1.16E-03,97.5,94.2,36,28/10/2020,2
USA,Air Force Research Laboratory,Military,Technology Development,LEO,Sun-Synchronous,0,576,586,7.19E-04,97.98,96.29,3,11/11/2016,
Australia,Fleet Space Technologies,Commercial,Communications,LEO,Sun-Synchronous,0,476,500,1.75E-03,97,95,4,29/11/2018,
Australia,Fleet Space Technologies,Commercial,Technology Development,LEO,Sun-Synchronous,0,573,591,1.29E-03,97.7,96.3,4,3/12/2018,
China,Beijing Future Navigation Technology Co. Ltd.,Commercial,Technology Development,LEO,Sun-Synchronous,0,700,719,1.34E-03,98.2,98.8,100,29/9/2018,
USA,NASA Goddard Space Flight Center,Government,Space Science,LEO,Polar,0,494,511,1.24E-03,85.04,94.6,4,16/12/2018,
France,Ministry of Armed Forces,Military,Earth Observation,LEO,Polar,0,669,672,2.13E-04,75,,400,16/11/2021,
France,Ministry of Armed Forces,Military,Earth Observation,LEO,Polar,0,671,672,7.10E-05,74.85,,400,16/11/2021,
France,Ministry of Armed Forces,Military,Earth Observation,LEO,Polar,0,670,673,2.13E-04,75,,400,16/11/2021,
USA,Defense Innovation Unit/Cesium Astro,Military,Technology Development,LEO,Sun-Synchronous,0,550,580,2.16E-03,97.6,96.2,10,27/9/2021,
USA,Defense Innovation Unit/Cesium Astro,Military,Technology Development,LEO,Sun-Synchronous,0,550,580,2.16E-03,97.6,96.2,10,27/9/2021,
China/France,China National Space Administration (CNSA)/National Centre for Space Studies (CNES),Government,Earth Observation,LEO,Sun-Synchronous,0,509,523,1.02E-03,97.5,95,700,28/10/2018,3
Tunisia,TELNET Holding,Commercial,Technology Development,LEO,Sun-Synchronous,0,535,564,2.10E-03,97.5,95.4,3,22/3/2021,
USA,National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Government,Space Science,Elliptical,Deep Highly Eccentric,0,"9,999","138,825",7.97E-01,28.5,3808.92,"4,742",23/7/1999,5
China,Spacety Aerospace Company,Commercial,Technology Development,LEO,Sun-Synchronous,0,505,522,1.23E-03,97.4,94.9,8,29/10/2018,
China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation ,LEO,Sun-Synchronous,0,690,720,2.12E-03,98.1,98.87,50,21/12/2016,
China,Spacety Co. Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,0,523,549,1.88E-03,97.5,94.5,325,27/2/2022,
China,Nanjing University,Government,Space Science,LEO,Sun-Synchronous,0,500,519,1.38E-03,97.5,94.2,500,14/10/2021,3
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,943,951,5.47E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,943,951,5.47E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,942,951,6.15E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,942,951,6.15E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,942,951,6.15E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,942,951,6.15E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,942,951,6.15E-04,81,,150,2/4/2023,
USA,Space Development Agency,Military,Technology Demonstration,LEO,Polar,0,942,951,6.15E-04,81,,150,2/4/2023,
ESA,European Space Agency (ESA),Government,Space Science,LEO,Sun-Synchronous,0,697,708,7.78E-04,98.2,98.8,273,18/12/2019,5
